"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","date_time","class"
"true","false","Yes","2","true","2","false","1","type_C","true","true","true","488","41","false","false","type_B","2","false","1","116.4","A","0.1","full_match","1","1","2","false","false","1","false","false","false","true","false","15","true","true","not_valid","true","false","true","not_valid","true","true","false","1","101.85","true","false","true","0.25","true","false","1","true","false","101.85","type_A","false","false","0","0","0","true","true","not_valid","0","218.25","2017-04-26T07:22:55.170","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","238","240","false","false","type_A","1","false","1","110.0","A","0.1","full_match","1","1","1","false","false","0","false","true","true","true","false","14","false","true","full_match","false","false","true","full_match","true","true","false","0","0.0","true","true","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","110.0","2017-04-13T23:54:36.679","0"
"true","true","Yes","1","true","1","false","8","type_A","false","true","true","230","297","false","true","type_A","1","true","3","250.0","B","21.28","full_match","1","8","1","true","false","31","true","false","false","true","false","0","false","false","no_data","false","false","true","no_data","false","false","false","31","5335.0","true","false","false","0.4","not_valid","true","17","false","false","0.0","type_B","false","false","30","0","1","false","false","not_valid","1","5425.0","2017-04-18T15:19:39.750","0"
"no_data","false","Yes","1","true","1","false","1","type_A","true","false","true","164","661","false","false","type_B","1","true","1","361.94","D","0.1","full_match","1","1","1","true","false","1","false","not_valid","false","true","true","0","false","true","not_valid","false","false","true","not_valid","false","false","false","1","525.0","true","true","false","1.0","not_valid","false","0","true","true","525.0","type_B","true","true","0","0","0","false","true","not_valid","1","886.94","2017-04-17T07:42:54.113","0"
"false","false","Yes","1","true","1","false","1","type_B","false","false","false","500","0","false","false","type_A","1","false","1","310.0","A","2.1","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","no_match","false","false","true","no_match","false","false","false","0","0.0","false","false","false","0.29","false","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","310.0","2017-04-19T17:02:35.491","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","false","452","2953","false","false","type_B","1","true","1","703.5","A","0.33","full_match","1","2","1","false","false","0","false","false","false","true","false","0","false","true","no_match","false","false","true","no_match","false","false","false","0","0.0","true","false","false","1.0","false","false","0","false","true","0.0","type_B","true","true","0","0","1","false","false","not_valid","1","703.5","2017-04-22T19:05:05.335","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","false","50","1712","false","false","type_A","1","false","1","55.92","B","0.31","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","55.92","2017-04-22T19:23:03.936","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","77","3181","false","false","type_A","1","true","1","303.03","A","0.4","full_match","1","1","1","false","false","0","false","not_valid","true","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","303.03000000000003","2017-04-27T06:29:40.995","0"
"false","false","Yes","1","true","1","false","1","type_B","false","false","false","193","503","false","false","type_A","1","true","1","284.09","D","0.45","full_match","1","1","1","true","false","1","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","false","false","0","true","true","0.0","type_C","true","true","0","0","0","false","true","full_match","1","284.09","2017-05-01T03:13:48.870","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","40","2184","false","false","type_A","1","true","1","148.32","A","0.1","full_match","1","1","1","false","false","1","false","true","true","true","false","4","false","true","full_match","false","false","true","full_match","true","false","false","1","150.0","true","true","false","1.0","true","false","0","true","true","150.0","type_B","true","true","1","0","0","true","true","not_valid","1","298.32","2017-05-02T17:38:02.380","0"
"false","false","Yes","2","true","1","false","1","type_A","false","false","true","203","512","false","false","type_A","1","true","1","85.0","A","1.11","full_match","1","1","1","false","false","7","false","true","true","true","false","9","false","true","full_match","true","false","true","full_match","false","true","false","7","715.79","true","false","true","1.0","true","false","1","false","true","715.79","type_E","true","true","7","0","0","true","true","not_valid","0","800.79","2017-05-09T10:10:18.250","0"
"false","false","Yes","1","true","1","false","1","type_A","true","false","true","500","124","false","false","type_A","1","true","1","155.05","C","0.41","full_match","1","1","1","false","false","2","false","false","false","true","true","0","false","true","not_valid","false","false","true","not_valid","false","false","false","2","320.0","true","false","true","0.46","not_valid","false","1","false","false","320.0","type_D","false","false","0","0","0","false","false","not_valid","0","475.05","2017-04-27T13:06:02.699","0"
"false","false","Yes","1","true","1","false","2","type_B","false","false","false","81","2877","false","false","type_A","1","false","1","55.0","A","0.11","full_match","1","1","1","false","false","1","false","true","true","true","false","0","false","true","no_data","false","false","true","no_data","false","false","false","0","0.0","true","false","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","2","true","true","not_valid","2","55.0","2017-04-30T19:59:36.645","0"
"no_data","false","Yes","1","true","1","false","2","type_A","false","false","false","133","1434","false","false","type_A","1","true","1","3281.25","A","0.2","full_match","1","1","1","false","false","1","false","true","false","true","false","2","false","true","full_match","true","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","true","false","0","true","true","0.0","type_C","true","true","0","0","0","true","true","not_valid","2","3281.25","2017-05-02T07:53:04.605","0"
"false","false","Yes","1","true","1","false","1","type_B","true","true","true","40","1602","false","false","type_A","1","true","1","591.25","C","0.47","full_match","1","1","1","false","false","11","false","true","true","true","false","19","true","true","full_match","false","false","true","full_match","true","true","false","11","7557.5","true","false","true","1.0","true","false","1","false","true","7557.5","type_A","true","true","11","0","0","true","false","full_match","0","3182.25","2017-04-28T15:09:58.245","0"
"true","false","Yes","2","true","1","false","2","type_A","false","false","true","61","4410","false","false","type_A","2","true","1","4989.72","A","0.1","full_match","1","1","1","false","false","1","false","false","true","true","false","0","false","true","no_match","true","false","true","full_match","false","false","false","1","160.0","true","false","false","1.0","false","false","0","true","true","160.0","type_B","true","true","1","0","1","true","true","not_valid","2","5149.72","2017-05-13T16:42:48.761","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","107","false","false","type_B","1","false","2","76.0","D","1.85","full_match","1","1","1","true","false","0","false","false","true","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","not_valid","false","0","true","true","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","76.0","2017-05-14T17:47:30.790","0"
